えと,2,2,1588,フィラー,*,*,*,*,*,えと,えと,エト
あ,2,2,4262,フィラー,*,*,*,*,*,あ,あ,ア
ま,2,2,5691,フィラー,*,*,*,*,*,ま,ま,マ
うん,2,2,4760,フィラー,*,*,*,*,*,うん,うん,ウン
ええと,2,2,5937,フィラー,*,*,*,*,*,ええと,ええと,エート
あー,2,2,4567,フィラー,*,*,*,*,*,あー,あー,アー
あの,2,2,1522,フィラー,*,*,*,*,*,あの,あの,アノ
その,2,2,7000,フィラー,*,*,*,*,*,その,その,ソノ
なんか,2,2,3534,フィラー,*,*,*,*,*,なんか,なんか,ナンカ
えー,2,2,4701,フィラー,*,*,*,*,*,えー,えー,エー
えーと,2,2,4254,フィラー,*,*,*,*,*,えーと,えーと,エート
えーっと,2,2,4528,フィラー,*,*,*,*,*,えーっと,えーっと,エーット
え,2,2,3031,フィラー,*,*,*,*,*,え,え,エ
そうですね,2,2,3993,フィラー,*,*,*,*,*,そうですね,そうですね,ソーデスネ
あのー,2,2,4318,フィラー,*,*,*,*,*,あのー,あのー,アノー
そのー,2,2,4528,フィラー,*,*,*,*,*,そのー,そのー,ソノー
と,2,2,7641,フィラー,*,*,*,*,*,と,と,ト
うんと,2,2,3998,フィラー,*,*,*,*,*,うんと,うんと,ウント
まあ,2,2,3758,フィラー,*,*,*,*,*,まあ,まあ,マー
